M14;attend;0.004344939955343673
GENT;attend;0.014646914680329694
G157;attend;0.001582663744825907
C182;attend;5.765803543348359E-4
C311;attend;0.002141671574664025
E513;attend;0.0010185129710622491
M131;attend;3.522118906734291E-4
E21;attend;0.007987108526588665
GODD;attend;0.006193759495150169
GJOB;attend;0.017189307286981106
GWEA;attend;7.110430454520593E-4
C14;attend;0.0020198310686742565
M142;attend;0.00230301657416846
E12;attend;0.01757309869856131
E511;attend;0.0030639380275176323
GDEF;attend;0.021250439058658237
E41;attend;0.01667905743931215
GPRO;attend;0.03127589063794532
GCRIM;attend;0.02983261935255929
M12;attend;0.002155225803255134
C23;attend;0.0012925210034663063
E212;attend;0.0041536614645858345
E131;attend;0.0018963022106891561
C171;attend;0.002081866331935217
C313;attend;5.152979066022544E-4
E14;attend;1.8081002892960464E-4
C331;attend;8.966312283847829E-4
GENV;attend;0.00794501852212907
C151;attend;9.353759171880521E-4
C21;attend;0.007539913468107178
GPOL;attend;0.04648534397980302
G155;attend;0.0038230475150191155
GSCI;attend;0.0020842017507294707
G151;attend;0.005616702598434132
C16;attend;6.737306302443804E-4
GREL;attend;0.020689247502512265
C32;attend;0.003771289537712895
G159;attend;2.0754064337599447E-4
C18;attend;0.0038820455393803657
C12;attend;0.01380609929623505
C173;attend;6.454262747168925E-4
C34;attend;0.0030738772533083253
G153;attend;0.0011934598400763815
GDIP;attend;0.06839690278176083
C41;attend;0.003426124197002141
GFAS;attend;8.152727766831986E-4
C312;attend;0.004530065328310524
C172;attend;4.634457189201715E-4
E211;attend;0.00916020326290452
CCAT;attend;0.00733589062853972
